datetime,count,month,year
2022-02-14,48,February,2022
2022-02-15,41,February,2022
2022-02-16,68,February,2022
2022-02-17,83,February,2022
2022-02-18,88,February,2022
2022-02-19,65,February,2022
2022-02-20,47,February,2022
2022-02-21,50,February,2022
2022-02-22,59,February,2022
2022-02-23,49,February,2022
2022-02-24,51,February,2022
2022-02-25,59,February,2022
2022-02-26,44,February,2022
2022-02-27,43,February,2022
2022-02-28,56,February,2022
2022-03-01,48,March,2022
2022-03-02,59,March,2022
2022-03-03,53,March,2022
2022-03-04,63,March,2022
2022-03-05,56,March,2022
2022-03-06,68,March,2022
2022-03-07,94,March,2022
2022-03-08,46,March,2022
2022-03-09,55,March,2022
2022-03-10,50,March,2022
2022-03-11,62,March,2022
2022-03-12,43,March,2022
2022-03-13,51,March,2022
2022-03-14,61,March,2022
2022-03-15,61,March,2022
2022-03-16,81,March,2022
2022-03-17,66,March,2022
2022-03-18,51,March,2022
2022-03-19,50,March,2022
2022-03-20,39,March,2022
2022-03-21,53,March,2022
2022-03-22,72,March,2022
2022-03-23,55,March,2022
2022-03-24,57,March,2022
2022-03-25,51,March,2022
2022-03-26,49,March,2022
2022-03-27,47,March,2022
2022-03-28,53,March,2022
2022-03-29,63,March,2022
2022-03-30,48,March,2022
2022-03-31,47,March,2022
2022-04-01,55,April,2022
2022-04-02,40,April,2022
2022-04-03,50,April,2022
2022-04-04,55,April,2022
2022-04-05,50,April,2022
2022-04-06,58,April,2022
2022-04-07,65,April,2022
2022-04-08,69,April,2022
2022-04-09,57,April,2022
2022-04-10,78,April,2022
2022-04-11,88,April,2022
2022-04-12,61,April,2022
2022-04-13,77,April,2022
2022-04-14,50,April,2022
2022-04-15,59,April,2022
2022-04-16,51,April,2022
2022-04-17,107,April,2022
2022-04-18,74,April,2022
2022-04-19,76,April,2022
2022-04-20,56,April,2022
2022-04-21,78,April,2022
2022-04-22,107,April,2022
2022-04-23,66,April,2022
2022-04-24,87,April,2022
2022-04-25,84,April,2022
2022-04-26,176,April,2022
2022-04-27,72,April,2022
2022-04-28,94,April,2022
2022-04-29,76,April,2022
2022-04-30,61,April,2022
2022-05-01,52,May,2022
2022-05-02,70,May,2022
2022-05-03,63,May,2022
2022-05-04,65,May,2022
2022-05-05,67,May,2022
2022-05-06,61,May,2022
2022-05-07,56,May,2022
2022-05-08,61,May,2022
2022-05-09,62,May,2022
2022-05-10,67,May,2022
2022-05-11,72,May,2022
2022-05-12,58,May,2022
2022-05-13,71,May,2022
2022-05-14,55,May,2022
2022-05-15,74,May,2022
2022-05-16,89,May,2022
2022-05-17,79,May,2022
2022-05-18,92,May,2022
2022-05-19,83,May,2022
2022-05-20,70,May,2022
2022-05-21,65,May,2022
2022-05-22,68,May,2022
2022-05-23,60,May,2022
2022-05-24,46,May,2022
2022-05-25,60,May,2022
2022-05-26,73,May,2022
2022-05-27,84,May,2022
2022-05-28,60,May,2022
2022-05-29,61,May,2022
2022-05-30,42,May,2022
2022-05-31,42,May,2022
